# SUBTLEX-US word frequencies (Brysbaert & New 2009; Zipf scale per Van Heuven et al. 2014)
# word	zipf	dominant_part_of_speech
rubbings	1.593	Noun
rubbishy	1.593	Adjective
rubdowns	1.593	Noun
rubella	1.593	Name
rubout	1.593	Noun
ruching	1.593	Noun
rucked	1.593	Verb
rucks	1.593	Noun
rues	1.593	Verb
ruffs	1.593	Noun
ruinated	1.593	Verb
rull	1.593	Name
ruly	1.593	Adverb
rumdum	1.593	Noun
rumen	1.593	Noun
ruminant	1.593	Adjective
rummiest	1.593	Adjective
rumpot	1.593	Noun
rums	1.593	Noun
rundowns	1.593	Noun
runeless	1.593	Adjective
runnel	1.593	Noun
runnier	1.593	Adjective
rusher	1.593	Noun
rusky	1.593	Name
rustier	1.593	Adjective
ryes	1.593	Noun
ryke	1.593	Name
ryokan	1.593	Noun
sabana	1.593	Name
sabbats	1.593	Noun
sabering	1.593	Verb
sabots	1.593	Noun
sabreur	1.593	Noun
sackfuls	1.593	Noun
sacrify	1.593	Verb
sacry	1.593	Adjective
saddlery	1.593	Name
sadhu	1.593	Name
sadr	1.593	Name
saecula	1.593	Adjective
safeness	1.593	Noun
safetied	1.593	Verb
saffian	1.593	Adjective
sagacity	1.593	Noun
sagely	1.593	Adverb
sagged	1.593	Verb
sagger	1.593	Noun
saic	1.593	Adjective
saily	1.593	Adverb
saim	1.593	Verb
saintdom	1.593	Noun
salaams	1.593	Noun
salable	1.593	Adjective
salma	1.593	Name
saltery	1.593	Adjective
salties	1.593	Noun
saltiest	1.593	Adjective
saltpan	1.593	Noun
salves	1.593	Noun
salving	1.593	Verb
samaria	1.593	Name
sambucas	1.593	Noun
samen	1.593	Noun
samosa	1.593	Noun
samovars	1.593	Noun
sampans	1.593	Noun
samsara	1.593	Noun
sanatory	1.593	Adjective
sanctums	1.593	Noun
sandhill	1.593	Name
sandpits	1.593	Noun
sanely	1.593	Adverb
sanitise	1.593	Verb
saphead	1.593	Noun
sapience	1.593	Noun
sapo	1.593	Noun
sappily	1.593	Adverb
sapping	1.593	Verb
sarcasms	1.593	Noun
sard	1.593	Noun
saris	1.593	Noun
sarkit	1.593	Verb
sarks	1.593	Noun
sarnies	1.593	Noun
sassed	1.593	Verb
sateen	1.593	Noun
satirise	1.593	Verb
satirize	1.593	Verb
saucebox	1.593	Noun
saucily	1.593	Adverb
sault	1.593	Name
saury	1.593	Name
saut	1.593	Verb
savannas	1.593	Noun
savants	1.593	Noun
saveloy	1.593	Noun
savors	1.593	Verb
sawhorse	1.593	Noun
sawmills	1.593	Noun
sawteeth	1.593	Noun
sawyers	1.593	Noun
saxes	1.593	Verb
sayst	1.593	Verb
sazerac	1.593	Adjective
scabbed	1.593	Verb
scabies	1.593	Noun
scabland	1.593	Name
scabrous	1.593	Adjective
scags	1.593	Noun
scalars	1.593	Name
scalds	1.593	Verb
scalene	1.593	Noun
scalier	1.593	Adjective
scamped	1.593	Verb
scandia	1.593	Noun
scandium	1.593	Noun
scansion	1.593	Noun
scanty	1.593	Adjective
scaped	1.593	Adjective
scarily	1.593	Adverb
scarper	1.593	Noun
scarps	1.593	Noun
scatted	1.593	Verb
sceptred	1.593	Adjective
scharf	1.593	Name
schemers	1.593	Noun
schlocky	1.593	Adjective
schmatte	1.593	Noun
schmoe	1.593	Noun
scho	1.593	Name
schoolma	1.593	#N/A
schwa	1.593	Noun
sclerae	1.593	Noun
scoffers	1.593	Noun
scorches	1.593	Verb
scorepad	1.593	Noun
scorpios	1.593	Name
scove	1.593	Verb
scows	1.593	Noun
scrags	1.593	Verb
scrammed	1.593	Verb
scrams	1.593	Verb
scrapers	1.593	Noun
scrawls	1.593	Noun
screamy	1.593	Adjective
screechy	1.593	Noun
screwer	1.593	Noun
scribing	1.593	Verb
scrimper	1.593	Noun
scrods	1.593	Noun
scroo	1.593	Name
scrotums	1.593	Noun
scrums	1.593	Noun
scuffing	1.593	Verb
scuffler	1.593	Noun
scuffy	1.593	Adjective
scug	1.593	Verb
sculled	1.593	Verb
sculls	1.593	Verb
sculped	1.593	Adjective
sculpin	1.593	Name
scunge	1.593	Verb
scup	1.593	Noun
scupper	1.593	Verb
scurf	1.593	Noun
scutters	1.593	Noun
scuz	1.593	Noun
scythes	1.593	Noun
seabag	1.593	Noun
seacoast	1.593	Noun
seadog	1.593	Noun
seafloor	1.593	Noun
seafoam	1.593	Noun
seafoods	1.593	Noun
sealants	1.593	Noun
sealers	1.593	Noun
seamed	1.593	Adjective
seamier	1.593	Adjective
seaquake	1.593	Noun
seaway	1.593	Noun
seaways	1.593	Noun
secondo	1.593	Noun
secre	1.593	Noun
secreto	1.593	Noun
sedately	1.593	Adverb
seduct	1.593	Verb
seeable	1.593	Adjective
seech	1.593	Noun
seedman	1.593	Name
seel	1.593	Name
seethed	1.593	Verb
seethes	1.593	Verb
segueing	1.593	Verb
seigneur	1.593	Unclassified
seiner	1.593	Adjective
seis	1.593	Noun
seise	1.593	Verb
seises	1.593	Verb
seizer	1.593	Name
seld	1.593	Verb
selectee	1.593	Noun
selene	1.593	Noun
selfness	1.593	Noun
selfs	1.593	Noun
sella	1.593	Name
sellouts	1.593	Noun
selva	1.593	Noun
semiarid	1.593	Adjective
semipros	1.593	Noun
semolina	1.593	Noun
sempre	1.593	Noun
senders	1.593	Noun
sendoffs	1.593	Noun
senhoras	1.593	Name
senhores	1.593	Verb
senna	1.593	Noun
senso	1.593	Noun
senza	1.593	Noun
seor	1.593	Noun
sepals	1.593	Noun
septate	1.593	Noun
septet	1.593	Noun
septics	1.593	Noun
sequent	1.593	Adjective
sequoias	1.593	Noun
serais	1.593	Noun
seraphs	1.593	Noun
serenata	1.593	Noun
sereno	1.593	Noun
seres	1.593	Noun
serially	1.593	Adverb
serif	1.593	Noun
serifs	1.593	Noun
serine	1.593	Name
seron	1.593	Noun
servery	1.593	Noun
sesamoid	1.593	Adjective
sessa	1.593	Name
sessile	1.593	Noun
seta	1.593	Name
sevenths	1.593	Number
sevres	1.593	Name
sewerage	1.593	Noun
sexology	1.593	Noun
sextette	1.593	Name
sextile	1.593	Noun
sey	1.593	Name
shab	1.593	Noun
shabash	1.593	Verb
shadings	1.593	Noun
shaitan	1.593	Name
shakily	1.593	Adverb
shakings	1.593	Noun
shakti	1.593	Name
shama	1.593	Name
shammas	1.593	Noun
shammos	1.593	Name
shanna	1.593	Noun
shap	1.593	Noun
sharia	1.593	Noun
shashlik	1.593	Noun
shaws	1.593	Name
shearman	1.593	Name
shebeen	1.593	Name
shedder	1.593	Noun
shedders	1.593	Noun
sheely	1.593	Name
sheenies	1.593	Noun
sheens	1.593	Noun
sheerest	1.593	Adjective
shegetz	1.593	Noun
sheikdom	1.593	Noun
shelfy	1.593	Adjective
shellack	1.593	Verb
sheltie	1.593	Name
shema	1.593	Name
sheol	1.593	Name
sherbert	1.593	Adjective
sherbets	1.593	Noun
shiai	1.593	Noun
shier	1.593	Adjective
shikara	1.593	Noun
shikker	1.593	Noun
shilled	1.593	Verb
shingled	1.593	Verb
shinner	1.593	Name
shipless	1.593	Adjective
shipway	1.593	Name
shita	1.593	Noun
shivas	1.593	Name
shive	1.593	Noun
shivs	1.593	Noun
shmo	1.593	Noun
shoat	1.593	Noun
shoats	1.593	Noun
shockers	1.593	Name
shoeboy	1.593	Name
shoeman	1.593	Noun
shofar	1.593	Noun
sholom	1.593	Verb
shools	1.593	Noun
shoos	1.593	Noun
shoppy	1.593	Adjective
shortish	1.593	Adjective
showoffs	1.593	Noun
shpt	1.593	Noun
shrewder	1.593	Adjective
shrewish	1.593	Adjective
shrews	1.593	Noun
shri	1.593	Name
shrimper	1.593	Noun
shrived	1.593	Verb
shriving	1.593	Noun
shtetl	1.593	Noun
shuffler	1.593	Noun
shufty	1.593	Adjective
shunting	1.593	Verb
shure	1.593	Verb
shushes	1.593	Verb
shutoffs	1.593	Noun
sibby	1.593	Name
sibilant	1.593	Adjective
sich	1.593	Noun
sickbeds	1.593	Noun
sics	1.593	Noun
sideband	1.593	Noun
sider	1.593	Name
siderite	1.593	Noun
sideway	1.593	Noun
sidings	1.593	Noun
sidled	1.593	Verb
sidling	1.593	Verb
sieged	1.593	Verb
siftings	1.593	Noun
sigil	1.593	Noun
sigils	1.593	Noun
signiors	1.593	Noun
sikhism	1.593	Noun
silicium	1.593	Noun
silvered	1.593	Adjective
simas	1.593	#N/A
simmon	1.593	Name
simoleon	1.593	Noun
simoon	1.593	Noun
simpered	1.593	Verb
simperer	1.593	Noun
simples	1.593	Noun
simps	1.593	Noun
sinder	1.593	Noun
sines	1.593	Noun
singeing	1.593	Verb
sinless	1.593	Adjective
sipper	1.593	Noun
sires	1.593	Noun
sisyphus	1.593	Name
situps	1.593	Noun
sixteens	1.593	Number
sixths	1.593	Number
skags	1.593	Noun
skeins	1.593	Noun
sketcher	1.593	Noun
skete	1.593	Noun
skiddoo	1.593	Verb
skiffle	1.593	Noun
skil	1.593	Name
skillion	1.593	Noun
skilly	1.593	Adjective
skimmers	1.593	Noun
skimped	1.593	Verb
skims	1.593	Verb
skincare	1.593	Noun
skinker	1.593	Name
skinners	1.593	Noun
skirr	1.593	Noun
skirted	1.593	Verb
skittle	1.593	Noun
skive	1.593	Verb
skiwies	1.593	Noun
skookum	1.593	Name
skulker	1.593	Name
slabbed	1.593	#N/A
slabby	1.593	Adjective
slacked	1.593	Verb
slagheap	1.593	Verb
slaker	1.593	Name
slalomed	1.593	Adjective
slaloms	1.593	Noun
slammers	1.593	Noun
slane	1.593	Name
slangs	1.593	Noun
slappers	1.593	Noun
slapshot	1.593	Noun
slashers	1.593	Noun
slaters	1.593	Name
slating	1.593	Verb
slatted	1.593	Adjective
slavs	1.593	Noun
sleathy	1.593	Adjective
sleekest	1.593	Adjective
sleeky	1.593	Adjective
sleety	1.593	Noun
sleeving	1.593	Verb
sleezy	1.593	Adjective
slews	1.593	Noun
slickens	1.593	Noun
slickery	1.593	Noun
slicking	1.593	Verb
slighter	1.593	Adjective
slimes	1.593	Verb
slimline	1.593	Adjective
slipups	1.593	Noun
slitted	1.593	Adjective
slivered	1.593	Verb
slobbers	1.593	Name
slogs	1.593	Verb
slouchy	1.593	Noun
sloven	1.593	Verb
sluiced	1.593	Verb
sluices	1.593	Noun
slummers	1.593	Noun
slurped	1.593	Verb
slushed	1.593	Verb
slusher	1.593	Noun
sluttier	1.593	Adjective
slyboots	1.593	Noun
slyer	1.593	Adjective
slyly	1.593	Adverb
smashups	1.593	Verb
smearer	1.593	Noun
smeeks	1.593	Verb
smellier	1.593	Adjective
smew	1.593	Verb
smilodon	1.593	Name
smily	1.593	Adverb
smirked	1.593	Verb
smites	1.593	Verb
smither	1.593	Name
smithies	1.593	Noun
smokier	1.593	Adjective
smokings	1.593	Noun
smooches	1.593	Noun
smooths	1.593	Verb
smoothy	1.593	Noun
smore	1.593	Noun
smothery	1.593	Adjective
smoulder	1.593	Verb
smudgy	1.593	Adjective
smugger	1.593	Adjective
snaffle	1.593	Verb
snaffles	1.593	Verb
snafued	1.593	Verb
snaith	1.593	Name
snaker	1.593	Noun
snakey	1.593	Noun
snazzier	1.593	Adjective
snead	1.593	Verb
snee	1.593	Noun
snib	1.593	Verb
snibbed	1.593	Verb
snick	1.593	Verb
snicked	1.593	Verb
snicket	1.593	Noun
sniffled	1.593	Verb
snigger	1.593	Noun
snitchy	1.593	Adjective
snits	1.593	Noun
snively	1.593	Adverb
snock	1.593	Noun
snod	1.593	Noun
snogged	1.593	Verb
snogs	1.593	Noun
snoozers	1.593	Noun
snorer	1.593	Noun
snorers	1.593	Noun
snorkels	1.593	Verb
snortle	1.593	Verb
snotter	1.593	Noun
snowbelt	1.593	Noun
snowbird	1.593	Noun
snowcap	1.593	Noun
snowcaps	1.593	Verb
snowdrop	1.593	Verb
snuffing	1.593	Verb
snugged	1.593	Verb
snugger	1.593	Adjective
snugs	1.593	Noun
snup	1.593	Verb
soaker	1.593	Name
soaky	1.593	Name
soapwort	1.593	Verb
sociably	1.593	Adverb
societe	1.593	Unclassified
socker	1.593	Noun
sockless	1.593	Adjective
soco	1.593	Noun
sody	1.593	Noun
sofar	1.593	Adverb
softwood	1.593	Noun
sog	1.593	Verb
soggier	1.593	Adjective
soko	1.593	Noun
solano	1.593	Name
soldados	1.593	Noun
soldat	1.593	Noun
solenite	1.593	Noun
solera	1.593	#N/A
solicits	1.593	Verb
solidi	1.593	Verb
soloists	1.593	Noun
somali	1.593	Adjective
somedays	1.593	Noun
somewhen	1.593	Noun
sonagram	1.593	Noun
sonarman	1.593	Noun
sonars	1.593	Noun
sond	1.593	Verb
soogan	1.593	Name
sool	1.593	#N/A
sooths	1.593	Noun
sooting	1.593	Verb
sops	1.593	Verb
sorbic	1.593	Adjective
sorda	1.593	Noun
sorehead	1.593	Noun
soss	1.593	Noun
sotted	1.593	Verb
souchet	1.593	Name
souk	1.593	Noun
soundest	1.593	Adjective
sourcing	1.593	Verb
sourdine	1.593	Noun
sourer	1.593	Adjective
sourest	1.593	Adjective
sourly	1.593	Adverb
souter	1.593	Noun
souther	1.593	Name
spacier	1.593	Noun
spacings	1.593	Noun
spacy	1.593	Noun
spading	1.593	Noun
spams	1.593	Noun
spangly	1.593	Adjective
spankers	1.593	Noun
sparest	1.593	Adjective
sparkier	1.593	Adjective
sparser	1.593	Adjective
spatted	1.593	Verb
spavins	1.593	Noun
speakies	1.593	Noun
spearman	1.593	Noun
specced	1.593	Verb
specting	1.593	Verb
speedup	1.593	Name
spermic	1.593	Adjective
spermy	1.593	Adjective
sphecius	1.593	Name
sphingid	1.593	Adjective
spiccato	1.593	Noun
spicula	1.593	Noun
spieler	1.593	Noun
spikier	1.593	Adjective
spinals	1.593	Noun
spira	1.593	Name
spiraea	1.593	Noun
spirt	1.593	Noun
spited	1.593	Verb
spiting	1.593	Verb
spitten	1.593	Verb
spitters	1.593	Noun
splats	1.593	Noun
spleeny	1.593	Adjective
splicer	1.593	Noun
spliffs	1.593	Noun
spline	1.593	Noun
splotchy	1.593	Adjective
splurgy	1.593	Noun
splutter	1.593	Verb
spoked	1.593	Adjective
spongier	1.593	Adjective
spoofed	1.593	Verb
spookies	1.593	Verb
spooled	1.593	Verb
spooling	1.593	Verb
spoony	1.593	Noun
sported	1.593	Verb
sportily	1.593	Adverb
spraddle	1.593	Verb
sprawls	1.593	Verb
sprayers	1.593	Name
sprink	1.593	Name
sprinted	1.593	Name
sprit	1.593	Noun
sprog	1.593	Verb
sprong	1.593	Name
sprucier	1.593	Noun
spunkier	1.593	Adjective
spurning	1.593	Verb
spurted	1.593	Verb
sputniks	1.593	Name
sputtery	1.593	Noun
squalled	1.593	Verb
squally	1.593	Adverb
squam	1.593	Name
squamous	1.593	Adjective
squashes	1.593	Verb
squawker	1.593	Noun
squelchy	1.593	Adjective
squinch	1.593	Noun
squoosh	1.593	Verb
stabbers	1.593	Noun
stabler	1.593	Noun
stablest	1.593	Adjective
stably	1.593	Adverb
stad	1.593	Name
stades	1.593	Name
stagey	1.593	Adjective
staggard	1.593	Noun
staggy	1.593	Name
staler	1.593	Adjective
stamens	1.593	Noun
stanch	1.593	Verb
stannary	1.593	Noun
stap	1.593	Verb
starer	1.593	Noun
starers	1.593	Noun
stargaze	1.593	Verb
starkly	1.593	Adverb
staters	1.593	Noun
statism	1.593	Noun
stators	1.593	Noun
statures	1.593	Noun
statuses	1.593	Noun
steadied	1.593	Verb
stean	1.593	Noun
stearic	1.593	Adjective
steeler	1.593	Name
steerers	1.593	Noun
stempel	1.593	Name
stenotic	1.593	Adjective
stepdown	1.593	Noun
stepper	1.593	Noun
stept	1.593	Verb
stewbum	1.593	Noun
stewy	1.593	Adjective
stickmen	1.593	Noun
stilling	1.593	Verb
stipple	1.593	Noun
stippled	1.593	Adjective
stlg	1.593	Name
stoat	1.593	Noun
stob	1.593	Noun
stockmen	1.593	Noun
stockpot	1.593	Noun
stogey	1.593	Noun
stogy	1.593	Noun
stoma	1.593	Noun
stoniest	1.593	Adjective
stopgaps	1.593	Noun
stor	1.593	Noun
storable	1.593	Adjective
storages	1.593	Noun
stormily	1.593	Adverb
stott	1.593	Name
stoup	1.593	Noun
stoutest	1.593	Adjective
stover	1.593	Noun
stows	1.593	Verb
strafers	1.593	Noun
straggle	1.593	Verb
stratus	1.593	Noun
strawhat	1.593	Noun
stree	1.593	Noun
streel	1.593	Name
streng	1.593	Noun
streps	1.593	Noun
strewing	1.593	Verb
striated	1.593	Adjective
striatum	1.593	Noun
stridden	1.593	Verb
stridors	1.593	Noun
stroppy	1.593	Adjective
strub	1.593	Name
stubb	1.593	Name
stubbles	1.593	Noun
studiers	1.593	Noun
stull	1.593	Noun
stunter	1.593	Noun
stupa	1.593	Noun
stupes	1.593	Noun
sturdier	1.593	Adjective
stylize	1.593	Verb
styloid	1.593	Adjective
stymies	1.593	Noun
styrax	1.593	Noun
styrene	1.593	Noun
styrenes	1.593	Noun
suavity	1.593	Noun
subahdar	1.593	Name
subhead	1.593	Noun
submerse	1.593	Noun
suborn	1.593	Adjective
subpart	1.593	Name
subplots	1.593	Noun
subsect	1.593	Noun
substrat	1.593	Noun
subsumes	1.593	Verb
subunits	1.593	Noun
subverts	1.593	Verb
subvocal	1.593	Adjective
succes	1.593	Noun
succuba	1.593	Noun
sucrose	1.593	Noun
suffixes	1.593	Noun
sugg	1.593	Name
suicided	1.593	Verb
sulfides	1.593	Noun
sulfite	1.593	Noun
sulfone	1.593	Noun
sulked	1.593	Verb
sumos	1.593	Noun
sunbirds	1.593	Noun
sundeck	1.593	Noun
sundogs	1.593	Noun
sunlamps	1.593	Noun
sunna	1.593	Noun
sunniest	1.593	Adjective
sunsuit	1.593	Noun
supari	1.593	Noun
superset	1.593	Noun
supp	1.593	Noun
sups	1.593	Verb
surance	1.593	Noun
surinam	1.593	Name
surlier	1.593	Adjective
surliest	1.593	Adjective
surmises	1.593	Verb
surplice	1.593	Noun
surreys	1.593	Noun
surv	1.593	Noun
susans	1.593	Name
suscept	1.593	Verb
sutlers	1.593	Noun
svastika	1.593	Noun
swabber	1.593	Noun
swabby	1.593	Noun
swamping	1.593	Verb
swang	1.593	Verb
swanked	1.593	Verb
swankier	1.593	Adjective
swashes	1.593	Noun
swashing	1.593	Adjective
swayback	1.593	Noun
swearer	1.593	Noun
sweatier	1.593	Adjective
sweeny	1.593	Name
sweeting	1.593	Verb
sweller	1.593	Noun
swelters	1.593	Verb
swep	1.593	Verb
swifts	1.593	Noun
swiggle	1.593	Verb
swines	1.593	Noun
swingman	1.593	Noun
swingy	1.593	Adjective
swith	1.593	#N/A
swizzled	1.593	Verb
swizzles	1.593	Noun
swoony	1.593	Adjective
swop	1.593	Verb
swot	1.593	Noun
swotting	1.593	Verb
sybarite	1.593	Noun
syconia	1.593	Noun
syenite	1.593	Noun
syke	1.593	Name
syl	1.593	Name
sylphid	1.593	Noun
sylvian	1.593	Noun
sym	1.593	Noun
symbiote	1.593	Noun
synchros	1.593	Noun
syncs	1.593	Verb
synod	1.593	Noun
synopses	1.593	Noun
syren	1.593	Noun
taa	1.593	Noun
tabbed	1.593	Verb
tabla	1.593	Noun
tableaux	1.593	Noun
tabled	1.593	Verb
tabulate	1.593	Verb
tabule	1.593	Verb
tacan	1.593	Noun
tacet	1.593	Noun
tacker	1.593	Noun
tacket	1.593	Noun
tacklers	1.593	Noun
tael	1.593	Noun
taenias	1.593	Noun
taffies	1.593	Noun
tagalog	1.593	Name
tailcoat	1.593	Noun
tailers	1.593	Noun
tailless	1.593	Adjective
talar	1.593	Adjective
taler	1.593	Name
talionis	1.593	Name
tallboy	1.593	Noun
tallith	1.593	Noun
tallness	1.593	Noun
tallows	1.593	Noun
tallyman	1.593	Name
talpa	1.593	Name
tamarin	1.593	Noun
tamarisk	1.593	Noun
tamas	1.593	Name
tamely	1.593	Adverb
tamest	1.593	Adjective
tamperer	1.593	Noun
tampoon	1.593	Noun
tanagers	1.593	Noun
tanbark	1.593	Noun
tangents	1.593	Noun
tangler	1.593	Noun
tangly	1.593	Adverb
tanjong	1.593	Name
tankless	1.593	Adjective
tanners	1.593	Noun
tannish	1.593	Adjective
tantalus	1.593	Noun
taoists	1.593	Noun
tapeline	1.593	Noun
tapings	1.593	Noun
tappers	1.593	Noun
taproom	1.593	Noun
taprooms	1.593	Noun
tapster	1.593	Noun
tares	1.593	Noun
tarlatan	1.593	Adjective
tarman	1.593	Name
tarots	1.593	Noun
tarpeian	1.593	Adjective
tartans	1.593	Noun
tartlets	1.593	Noun
tartly	1.593	Adverb
tartuffe	1.593	Noun
tasco	1.593	Name
taskless	1.593	Adjective
tasse	1.593	Noun
tatler	1.593	#N/A
tattooer	1.593	Noun
tattva	1.593	Name
tauruses	1.593	Noun
tav	1.593	Noun
tavers	1.593	Name
tawney	1.593	Name
taxiing	1.593	Verb
taxwise	1.593	Adverb
tazia	1.593	Name
tdr	1.593	Name
teagle	1.593	Name
teakwood	1.593	Noun
teals	1.593	Noun
tean	1.593	Noun
teardown	1.593	Noun
tearer	1.593	Noun
teargas	1.593	Noun
tearooms	1.593	Noun
teather	1.593	Verb
tedded	1.593	Verb
teethe	1.593	Verb
teetotal	1.593	Adjective
tejano	1.593	Noun
teleview	1.593	Verb
televise	1.593	Verb
telexed	1.593	Verb
tellies	1.593	#N/A
temescal	1.593	Name
tempora	1.593	Name
tempore	1.593	Noun
tempter	1.593	Noun
tenace	1.593	Name
tench	1.593	Noun
tenderer	1.593	Adjective
tendo	1.593	Noun
tengu	1.593	Name
tenpenny	1.593	Adjective
tenpins	1.593	Noun
tensely	1.593	Adverb
tensest	1.593	Adjective
tenspot	1.593	Noun
tera	1.593	#N/A
terabyte	1.593	Noun
teratoma	1.593	Noun
terbium	1.593	Noun
teres	1.593	Noun
terma	1.593	Noun
termin	1.593	#N/A
tern	1.593	Noun
terral	1.593	Name
terrasse	1.593	Noun
terrene	1.593	Name
tersely	1.593	Adverb
tersest	1.593	Adjective
testings	1.593	Noun
testudo	1.593	Name
tetchy	1.593	Noun
tetter	1.593	Verb
textural	1.593	Adjective
thak	1.593	Verb
thalers	1.593	Noun
thatd	1.593	Noun
theat	1.593	Noun
theatric	1.593	Adjective
thed	1.593	Verb
thema	1.593	Noun
thens	1.593	Noun
thereat	1.593	Noun
thereon	1.593	Adverb
therm	1.593	Noun
thermic	1.593	Adjective
theropod	1.593	Noun
thetic	1.593	Adjective
theurgic	1.593	Adjective
thew	1.593	Verb
theyd	1.593	Noun
thickets	1.593	Noun
thicks	1.593	Verb
thio	1.593	Noun
thiokol	1.593	Noun
thiols	1.593	Noun
thionyl	1.593	Noun
thisbe	1.593	Verb
tholes	1.593	Noun
thoracal	1.593	Adjective
thous	1.593	Adjective
thraldom	1.593	Noun
thrashes	1.593	Verb
thrifts	1.593	Noun
throned	1.593	Adjective
throstle	1.593	Noun
thrusted	1.593	Verb
thugged	1.593	Verb
thugging	1.593	Verb
thumbkin	1.593	Noun
thumpers	1.593	Noun
thung	1.593	Name
thwacks	1.593	Noun
thymine	1.593	Verb
tibicen	1.593	Adjective
tickers	1.593	Noun
ticklers	1.593	Noun
tid	1.593	Noun
tiddle	1.593	Verb
tiddlers	1.593	Noun
tiddley	1.593	Noun
tided	1.593	Verb
tidiest	1.593	Adjective
tidily	1.593	Adverb
tieing	1.593	Verb
tienda	1.593	Noun
tiens	1.593	Name
tierce	1.593	Noun
tiered	1.593	Adjective
tiffins	1.593	Noun
tilers	1.593	Noun
tilty	1.593	Noun
timbale	1.593	#N/A
timbered	1.593	Verb
tinged	1.593	Verb
tinkerer	1.593	Noun
tinkers	1.593	Noun
tinman	1.593	Name
tinsmith	1.593	Noun
tintypes	1.593	Noun
tinware	1.593	Noun
tipless	1.593	Adjective
tippets	1.593	Noun
tippler	1.593	Noun
tippytoe	1.593	Noun
tiredest	1.593	Adjective
tissu	1.593	Noun
tithe	1.593	Noun
titrated	1.593	Verb
titter	1.593	Verb
tittles	1.593	Noun
tlingit	1.593	Verb
toddles	1.593	Verb
tods	1.593	Noun
tody	1.593	Noun
toeless	1.593	Adjective
toerag	1.593	Verb
toffees	1.593	Noun
tofus	1.593	Noun
tog	1.593	Noun
toile	1.593	Noun
toiler	1.593	Noun
toity	1.593	Name
tokay	1.593	Verb
tokes	1.593	Noun
tol	1.593	Noun
tollway	1.593	Noun
toluol	1.593	Verb
tombe	1.593	Noun
tombolas	1.593	Noun
tomboys	1.593	Noun
tomcods	1.593	Noun
tomtit	1.593	Noun
tondo	1.593	Noun
toneless	1.593	Adjective
toners	1.593	Noun
tongas	1.593	Name
tonger	1.593	Noun
tongued	1.593	Verb
toniest	1.593	Adjective
toning	1.593	Adjective
tooled	1.593	Adjective
toolmark	1.593	Noun
tooters	1.593	Noun
toothful	1.593	Noun
tootling	1.593	Verb
toper	1.593	Noun
topes	1.593	Noun
topia	1.593	Name
topis	1.593	Noun
topknots	1.593	Noun
torahs	1.593	Name
toras	1.593	Noun
torii	1.593	Name
torpid	1.593	Adjective
tors	1.593	Noun
torse	1.593	Verb
torta	1.593	Noun
torus	1.593	Noun
toted	1.593	Verb
totemic	1.593	Adjective
toter	1.593	Noun
tother	1.593	Noun
tottle	1.593	Name
toucans	1.593	Noun
touchier	1.593	Adjective
touchup	1.593	Noun
toughed	1.593	Verb
toughing	1.593	Verb
toughly	1.593	Adverb
toughy	1.593	Noun
toup	1.593	Verb
tournel	1.593	Name
tourneur	1.593	Name
touse	1.593	Verb
tovarish	1.593	Verb
towhead	1.593	Noun
towheads	1.593	Noun
townfolk	1.593	Noun
townies	1.593	Noun
towpath	1.593	Noun
towson	1.593	Name
toxology	1.593	Noun
toyo	1.593	Name
toytown	1.593	Name
tps	1.593	Name
tracery	1.593	Noun
tradings	1.593	Noun
traduced	1.593	Verb
traipsed	1.593	Verb
traipses	1.593	Noun
tramline	1.593	Noun
tramples	1.593	Verb
tramways	1.593	Noun
transept	1.593	Verb
tranvia	1.593	Noun
trashier	1.593	Adjective
trashman	1.593	Noun
travails	1.593	Noun
treaters	1.593	Noun
treelike	1.593	Adjective
tref	1.593	Verb
trendier	1.593	Adjective
trendily	1.593	Adverb
trental	1.593	Adjective
trepan	1.593	Noun
tribble	1.593	Noun
trickful	1.593	#N/A
trickie	1.593	Noun
tricolor	1.593	Noun
trid	1.593	Noun
trifid	1.593	Adjective
trigo	1.593	Name
trillium	1.593	Noun
trillo	1.593	Noun
trimmers	1.593	Noun
triode	1.593	Noun
tripes	1.593	Noun
triply	1.593	Adverb
tripos	1.593	Noun
trippet	1.593	Name
tripple	1.593	Noun
tristeza	1.593	Noun
triune	1.593	Adjective
trivets	1.593	Verb
troche	1.593	Name
trochlea	1.593	Noun
troggs	1.593	Name
troikas	1.593	Noun
trompe	1.593	Noun
tron	1.593	Name
trothed	1.593	Adjective
trowels	1.593	Noun
trs	1.593	Noun
truants	1.593	Noun
trucing	1.593	Verb
truckle	1.593	Noun
truckmen	1.593	Noun
trudged	1.593	Verb
truff	1.593	Verb
truffled	1.593	Adjective
trullo	1.593	Name
trumpety	1.593	Adjective
trunch	1.593	Noun
trunked	1.593	Verb
trunkful	1.593	Noun
trunking	1.593	Verb
trush	1.593	Noun
tsarinas	1.593	Noun
tsi	1.593	Name
tsks	1.593	Name
tubba	1.593	Noun
tubercle	1.593	Noun
tubers	1.593	Noun
tubings	1.593	Noun
tucky	1.593	#N/A
tui	1.593	Noun
tuis	1.593	Noun
tuke	1.593	Name
tules	1.593	Noun
tumbrel	1.593	Noun
tunas	1.593	Noun
tuners	1.593	Noun
tungs	1.593	Noun
tunisian	1.593	Adjective
tunning	1.593	Verb
tur	1.593	Verb
turb	1.593	Noun
turbot	1.593	Noun
tureens	1.593	Noun
turkic	1.593	Adjective
turm	1.593	Verb
turmoils	1.593	Noun
